Point_ID,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Feature51,Feature52,Feature53,Feature54,Feature55,Feature56,Feature57,Feature58,Feature59,Feature60,Feature61,Feature62,Feature63,Feature64,Feature65,Feature66,Feature67,Feature68,Feature69,Feature70,Feature71,Feature72,Feature73,Feature74,Feature75,Feature76,Feature77,Feature78,Feature79,Feature80,Feature81,Feature82,Feature83,Feature84,Feature85,Feature86,Feature87,Feature88,Feature89,Feature90,Feature91,Feature92,Feature93,Feature94,Feature95,Feature96,Feature97,Feature98,Feature99,Feature100,Feature101,Feature102,Feature103,Feature104,Feature105,Feature106,Feature107,Feature108,Feature109,Feature110,Feature111,Feature112,Feature113,Feature114,Feature115,Feature116,Feature117,Feature118,Feature119,Feature120,Feature121,Feature122,Feature123,Feature124,Feature125,Feature126,Feature127,Feature128,Feature129,Feature130,Feature131,Feature132,Feature133,Feature134,Feature135,Feature136,Feature137,Feature138,Feature139,Feature140,Feature141,Feature142,Feature143,Feature144,Feature145,Feature146,Feature147,Feature148,Feature149,Feature150,Feature151,Feature152,Feature153,Feature154,Feature155,Feature156,Feature157,Feature158,Feature159,Feature160,Feature161,Feature162,Feature163,Feature164,Feature165,Feature166,Feature167,Feature168,Feature169,Feature170,Feature171,Feature172,Feature173,Feature174,Feature175,Feature176,Feature177,Feature178,Feature179,Feature180,Feature181,Feature182,Feature183,Feature184,Feature185,Feature186,Feature187,Feature188,Feature189,Feature190,Feature191,Feature192,Feature193,Feature194,Feature195,Feature196,Feature197,Feature198,Feature199,Feature200,Feature201,Feature202,Feature203,Feature204,Feature205,Feature206,Feature207,Feature208,Feature209,Feature210,Feature211,Feature212,Feature213,Feature214,Feature215,Feature216,Feature217,Feature218,Feature219,Feature220,Feature221,Feature222,Feature223,Feature224,Feature225,Feature226,Feature227,Feature228,Feature229,Feature230,Feature231,Feature232,Feature233,Feature234,Feature235,Feature236,Feature237,Feature238,Feature239,Feature240,Feature241,Feature242,Feature243,Feature244,Feature245,Feature246,Feature247,Feature248,Feature249,Feature250,Feature251,Feature252,Feature253,Feature254,Feature255,Feature256,Feature257,Feature258,Feature259,Feature260,Feature261,Feature262,Feature263,Feature264,Feature265
469,32497,33226,-3267,-32381,14565,10331,-37428,-16641,-29635,21591,16039,9519,15272,-10397,12483,-15943,-24330,40908,23039,3763,-43273,-534,-3376,-42452,27129,-19109,-2635,17062,3878,17860,16110,2681,24633,2017,-8917,-2777,-22792,8019,-8290,1534,-39865,3191,25746,-19224,14947,41680,-2153,36465,17364,40311,-28677,-19260,20370,9900,-1424,-17589,-12460,5591,6238,-11507,-40462,-9900,19873,-6534,-15211,-15917,-18925,4211,6295,-1389,-51325,6175,42337,33868,-21211,-11344,-27124,17301,35913,-33081,19722,1016,-16659,-35580,34606,9949,-11158,-24224,-16992,-14980,25701,-5394,9948,19464,21003,56964,15465,14436,-17790,-11687,15869,9112,-17548,29049,-11080,-35760,22888,22829,6872,14614,5237,9515,-2009,-32366,-8313,-27833,-21363,-19089,-41821,11285,-18565,-50759,-1743,-14382,3421,-67948,-12493,-33754,47487,-1221,-14539,52003,3320,-24853,-41231,-31532,-8965,3601,-1597,16788,-49346,974,-1904,28217,5256,23814,9447,15084,-5533,-1668,16479,-8740,18003,73091,-11198,22708,-7415,25271,-58681,-19927,22543,-3645,36806,14739,17755,-22906,-12210,29515,-14558,-27989,-4369,30526,-22779,36591,-8471,14942,17379,21018,-6570,32198,-17673,44579,9408,70509,-29769,-6187,38913,30924,-41167,-18682,25498,-8912,23094,3644,12794,12206,14235,-9667,-12508,-9585,23950,118,7657,-7170,32240,-34163,-15552,94,23947,6040,-10353,-2177,29314,1425,6080,4886,-20812,719,-31989,-65626,-3665,2862,8333,-9686,-43186,-23138,45501,51178,-34877,-9024,22265,-25273,11922,34998,11292,2263,10338,-33819,32519,2263,-44981,-34529,680,-49132,6808,-11823,-13162,-47211,13015,-1165,-7505,40696,25565,-17514,48451,31010,5805,-46953,-13228,4819,5984,-18840,-23950,-11817,-14108
470,33448,30916,-2440,-31090,14682,4760,-37829,-19893,-31006,20024,20444,10408,12441,-11278,9049,-16182,-19020,40336,22433,2249,-36989,-2796,-604,-41730,25720,-17513,699,17328,849,16745,15847,435,24261,598,-8674,-3198,-22622,9344,-8605,1213,-34708,4604,25247,-20325,15698,42571,-592,37278,21385,45431,-29062,-16038,23040,11944,-2710,-17163,-13714,5295,6212,-10630,-39199,-5881,19456,-6574,-18032,-13680,-15634,5850,11291,2555,-53245,6115,40802,34232,-21706,-14247,-29306,14933,34940,-31683,19626,3272,-15951,-36607,33615,8770,-8467,-24642,-16574,-18194,30004,-4617,9655,15744,24362,58347,16394,17561,-17296,-7630,16697,9892,-18023,29794,-9385,-33773,22062,22740,3994,14126,4032,9663,-1025,-31598,-7033,-29689,-21634,-20836,-45298,11795,-19152,-52151,-1586,-15863,7684,-67737,-14939,-34313,46767,-4757,-14733,48872,379,-23500,-45179,-33549,-7620,2092,1201,15044,-51478,28,-2617,30972,7432,26042,7367,15984,-5090,-4425,16940,-9250,17607,73143,-11528,23967,-7592,24012,-57843,-21282,18946,-1433,36003,14842,18153,-24940,-12543,30896,-14174,-29000,-5698,30351,-19881,36410,-8599,15943,16768,24181,-7535,32650,-19348,43060,11454,69623,-30428,-6121,36522,30115,-46645,-17343,23732,-9169,23128,2527,11536,15676,13269,-9877,-16338,-7421,25490,2660,7287,-8931,33225,-35391,-15113,-631,23714,2142,-9531,-3260,28911,2724,3978,5809,-21222,-2969,-26672,-65906,-4753,2257,8857,-8098,-41885,-22662,41286,52161,-37046,-9979,27028,-23459,16735,34906,12318,4534,11346,-34381,31682,4339,-46748,-33107,-3682,-50475,3508,-14332,-10159,-45837,10322,671,-7723,38695,21013,-13244,48789,30453,7613,-45322,-11421,5757,9195,-18598,-24865,-12080,-17044
471,32407,30638,-4178,-29274,15903,10101,-39389,-16197,-31139,20585,18847,10456,12782,-14562,12035,-16305,-22417,39050,23665,2237,-42129,-567,-1702,-38912,23880,-19076,-1589,15494,1423,16708,15054,-674,26059,-2562,-8605,-3875,-20050,7547,-8283,726,-36335,2367,28466,-18431,14562,43048,-725,36263,18579,40234,-26794,-14948,19371,6692,-1581,-18230,-14313,7196,5570,-9902,-39706,-10260,21413,-2517,-17528,-14631,-18205,5354,10223,-342,-53330,5679,41220,32245,-19741,-15823,-25367,14545,36733,-36685,16063,2538,-16153,-37901,34800,8594,-8520,-25375,-15613,-17618,23353,316,8038,19146,21773,54981,15739,15630,-20028,-10756,15754,10796,-18686,30190,-13036,-33754,24474,21032,6572,13356,4234,9864,-3642,-30955,-5654,-28609,-23550,-18730,-44786,12174,-14259,-48866,-2205,-15514,7561,-66886,-13514,-33213,50385,-2624,-14720,51947,4012,-25395,-40761,-32510,-7125,34,924,15909,-49846,480,-5290,27375,9771,24275,6421,14512,-5389,-1521,17659,-7870,19865,70615,-13427,21784,-8159,25971,-58172,-18857,18993,-2491,36043,13964,14997,-26689,-14021,33210,-14319,-28941,-3603,29972,-20986,34731,-7877,16334,19368,25427,-8576,35729,-19950,40622,11007,70170,-29114,-5436,37550,28963,-45930,-18320,22579,-10107,24449,4440,16069,14146,13218,-8044,-15583,-9935,26316,1910,4356,-7448,32220,-34034,-15715,271,20381,5871,-8067,-5314,28170,3713,2912,3352,-18724,-46,-29474,-67257,-2318,147,9732,-9168,-45921,-23615,43680,48673,-36919,-8342,26799,-23851,15319,37634,10971,3954,13108,-30508,31852,-182,-41391,-34307,-1119,-51542,3037,-13167,-8746,-47868,8725,-802,-8165,39770,22799,-13789,48956,30680,3433,-47350,-12546,3060,8277,-18477,-25499,-12318,-14868
472,36419,32019,-1566,-30687,19145,9007,-38713,-18843,-31160,19805,17911,11202,12711,-13033,10888,-15518,-26293,38671,21516,1501,-41384,-1247,-561,-40982,24748,-17466,-1945,18138,3481,16514,16135,1833,21343,2909,-10372,-4229,-21697,8653,-6342,1132,-39842,3019,25733,-21283,16156,41273,-4666,37650,21083,43052,-28894,-19171,21144,6661,-511,-19078,-10043,9422,8011,-11402,-34713,-6610,22368,-4949,-18494,-12619,-20469,4526,6725,-1859,-51815,7649,47572,35292,-20379,-13667,-25570,18832,36646,-34366,20336,3429,-16205,-38477,35584,10824,-11305,-25310,-19877,-14766,26530,-3163,11526,20274,23619,56857,14068,15743,-16461,-9357,14824,9565,-17277,30242,-10817,-33302,22992,19450,6121,11513,3781,8887,-4749,-28515,-6244,-29055,-23096,-16991,-40522,10291,-18126,-52519,-1126,-13140,4419,-66705,-15777,-33716,49195,-1376,-13846,51527,2346,-29302,-40363,-32769,-5860,1674,-2293,14871,-49626,368,-1145,27514,8373,22022,9517,17300,-3728,-2695,16011,-11461,18610,74412,-14775,24000,-4484,26127,-58747,-21377,24044,-2428,36570,16466,19037,-25391,-14615,31513,-12583,-26323,-3453,33726,-21935,33781,-5298,17911,18680,19677,-4984,33194,-17698,45937,9437,67878,-32576,-6583,39076,31186,-41513,-19200,25785,-12077,22388,4301,9420,10777,13887,-9239,-14123,-8727,22831,-1215,7140,-8134,30271,-35104,-13124,-864,23440,2895,-13769,-4467,26839,3253,7557,4258,-18854,-170,-31554,-67233,-3765,7,10040,-7068,-42349,-23141,44443,51532,-36688,-11063,26367,-23008,14309,34787,13584,7121,12422,-30920,31312,5328,-46096,-33870,-2773,-49822,5627,-13327,-14873,-47748,15319,-1465,-5911,39676,23693,-16780,50666,29319,7055,-47399,-12223,6118,3706,-16880,-28089,-11626,-13500
473,32591,30295,-482,-34522,19407,9747,-36507,-19597,-29667,22064,17567,9379,11440,-13834,11488,-14800,-23390,41694,21664,2517,-42681,-1880,-1632,-43336,28719,-21081,-535,17755,3529,16645,16958,2273,24354,-1553,-7455,-224,-19727,8868,-12064,1043,-39926,4463,25054,-23207,16940,41007,-1661,37835,17794,43200,-27598,-16601,20397,11238,-846,-18798,-13779,7589,7362,-10465,-38596,-9982,19469,-6493,-16841,-13227,-21562,3594,6912,-789,-55162,9723,42028,29083,-19113,-14857,-26768,17278,37519,-34445,22654,4330,-16617,-36461,36316,10932,-10822,-24170,-16660,-16032,26663,-2037,7781,17355,22904,56382,13596,14506,-17428,-12620,15257,11033,-18474,30462,-9844,-35075,24066,25716,2880,14302,8079,7873,-3389,-30321,-7598,-27226,-22425,-20831,-42478,11027,-17142,-51814,-2609,-12875,3138,-65011,-13427,-33529,47832,-6058,-14580,52145,4353,-23864,-44144,-32087,-4024,3267,-1052,15109,-47923,4705,-1562,26755,8452,20961,8005,17384,-4842,-3192,14980,-12083,17136,70912,-11078,21154,-6430,23821,-57495,-21383,21295,-3077,33720,13480,17342,-22706,-11071,27451,-12109,-29015,-6557,31935,-21916,35261,-7289,15463,19071,20011,-9162,35030,-19622,42035,9607,71455,-31501,-5964,38895,27748,-45219,-19678,21004,-11402,22460,5296,11521,13841,14305,-7725,-14709,-9565,24950,884,7548,-7031,32372,-32756,-15284,-544,22169,2697,-8398,89,27501,3024,3917,4507,-20421,-2161,-30718,-65608,-1420,1466,8345,-5365,-42183,-22466,42618,50851,-35774,-6352,26450,-23105,14837,36320,12357,4059,14562,-34366,32872,4083,-43229,-34646,-1567,-48428,5770,-11905,-13251,-48060,13003,526,-6940,38870,23881,-14118,48176,31652,5519,-45937,-11739,5366,6654,-17145,-27490,-12497,-10623
474,35194,28637,-157,-31187,16120,11200,-38863,-17339,-30553,22453,18186,9103,15603,-14037,12861,-15828,-26350,40875,21834,7340,-42772,-1349,-2216,-38787,28033,-18592,-4311,15788,4583,17217,15109,2420,28458,-644,-7085,-2935,-20959,9194,-12571,639,-37983,3050,25624,-20323,14077,42730,-3551,36217,17708,39453,-23954,-18048,17341,10816,-4829,-17400,-13166,8642,8884,-9625,-39179,-11464,22895,-4034,-14780,-13068,-21124,4570,6365,291,-55008,8374,42460,34042,-17999,-15682,-27457,19173,37639,-31908,19788,3095,-17044,-34603,34205,9280,-8790,-23568,-17758,-15491,21872,-4487,9851,17935,24671,56704,11201,14324,-18935,-11977,16903,11894,-16568,28774,-13863,-33510,27928,21847,3747,13380,2910,7463,-4096,-31091,-6859,-27598,-22695,-19973,-43690,13475,-15783,-50805,-2356,-14969,2649,-65505,-11253,-34738,49615,-4117,-16504,53026,1892,-21784,-36810,-31220,-3874,3302,-1827,18763,-50541,1172,-3670,28674,8505,21226,7010,12539,-4576,-4062,15793,-8276,16306,69838,-9778,21502,-5049,26702,-57043,-22154,22068,-1159,37173,16423,17198,-27256,-13359,31314,-12321,-28285,-4175,30698,-22537,34248,-7307,16843,21460,19408,-7211,32565,-16544,45499,12519,70295,-29655,-1673,39846,28246,-45601,-16043,19781,-10390,21025,3548,14017,13008,15091,-10878,-10755,-10816,26033,227,8568,-8565,30641,-37074,-15503,598,23201,6928,-7382,-2735,30883,2969,4863,4087,-17689,437,-30583,-67412,-1911,-2669,5460,-7615,-46532,-23861,44504,51617,-36734,-10293,26943,-25859,14467,34062,13984,7691,11568,-31796,28888,2736,-44076,-34389,-1958,-49213,5534,-13059,-11732,-49679,12618,151,-6346,39049,22868,-13369,49768,31080,2296,-44235,-11289,4420,10582,-14857,-22869,-14595,-11918
475,35574,28834,-2898,-29515,18297,9858,-39848,-17369,-31664,19430,20174,11859,12190,-13591,13232,-13795,-24341,40072,21815,4187,-42466,-4751,-888,-40494,26441,-16790,-2025,16365,3287,16360,16090,2069,21433,2345,-7289,-2078,-21635,7366,-9132,1562,-35881,2803,25720,-19346,15555,41868,-1777,35463,21051,43544,-28232,-18123,21058,9504,-4024,-19815,-13585,8696,9114,-10315,-34558,-9261,18014,-5382,-16884,-13446,-19081,3900,8310,587,-55771,9401,43816,35360,-20509,-13847,-26334,19366,38722,-34447,20675,3725,-14158,-38002,38235,6673,-13298,-29382,-21133,-18632,27147,-6809,10784,17165,23607,57693,15584,15276,-16279,-9667,18279,8774,-17204,28547,-11041,-32225,25966,24603,2868,15040,5455,8472,-4905,-30715,-3831,-27857,-23114,-20480,-43237,12544,-18674,-50416,-1898,-16416,3987,-65844,-13309,-35865,47660,-2024,-17301,51192,4900,-27703,-40483,-31815,-5070,2398,713,17234,-51522,3977,-2156,32760,9190,24159,7253,17616,-3828,-5300,16286,-11406,14141,72350,-10662,24149,-3902,28493,-58871,-21439,20790,-2877,36949,18099,16998,-26763,-15800,31214,-11238,-28660,-2486,32750,-22595,35674,-6735,17070,17721,22061,-7446,33735,-15552,45993,10715,66533,-33148,-4415,38904,31056,-46315,-19574,23261,-11915,22172,3081,11089,14137,14605,-7254,-11761,-8477,26213,-184,5897,-4764,32726,-35060,-16280,-575,21607,5394,-6546,-2518,29120,1992,2186,5952,-19112,-733,-30382,-68712,-4190,417,7593,-7213,-41662,-24572,46516,50394,-35212,-9518,26073,-23960,12602,34249,16740,5618,13216,-33730,29746,4043,-45846,-36418,-884,-48260,5978,-13627,-11577,-48714,10582,-1185,-7903,38524,22385,-14161,49064,31517,5785,-47826,-10450,7039,8269,-16503,-25439,-15212,-12266
476,32308,28052,646,-32009,17001,8649,-39115,-19022,-34401,22433,15274,11685,14809,-10085,15201,-13794,-25460,40644,19793,-1077,-41084,-1905,-2832,-39882,24752,-19134,-1937,18816,4539,15142,18348,1736,27603,1221,-8100,-3183,-23077,10653,-10314,4333,-40293,2974,25616,-18395,15825,40908,-3876,35590,20691,40470,-26559,-17447,20369,8260,224,-17911,-11560,7527,6613,-10617,-36860,-7955,20108,-6753,-15401,-12465,-21225,3478,8188,-1551,-50457,7364,46749,36813,-19272,-11641,-26660,17739,37503,-37211,20907,5482,-17980,-38410,34499,7567,-7840,-24764,-17244,-14948,26187,-355,9101,19576,19231,55096,12941,13820,-18127,-13437,16118,10107,-17458,31387,-11862,-35957,27078,20303,3348,16390,1166,8997,-3828,-29184,-7512,-30343,-22408,-22455,-40743,12158,-16736,-48993,-2058,-14314,5162,-65719,-13609,-32494,46364,-2943,-17312,50811,1176,-22799,-40830,-33652,-7079,-422,26,17034,-48548,690,-4250,27854,3782,22848,8799,14717,-3308,-3917,14790,-5428,20420,72305,-8191,21127,-5767,25274,-61632,-21210,25239,-1881,37427,16834,19419,-25838,-12400,29661,-12877,-28363,-6286,30832,-21106,36622,-6721,16805,17657,22251,-6514,31166,-18561,46246,11564,67122,-33721,-5326,41404,29940,-40467,-16345,26814,-11212,25806,1198,15298,12986,14979,-9136,-15492,-8446,24338,-578,9051,-10506,30707,-30749,-13326,-782,22957,4753,-10139,-3024,27923,2611,9670,1775,-20310,1530,-32552,-63006,-626,841,7841,-7574,-43273,-25238,45327,49348,-36004,-8048,21653,-22597,14254,33569,13492,6310,13319,-32782,30859,2841,-43353,-31579,-2003,-48502,5680,-12514,-15010,-46118,13953,-42,-7246,39269,24011,-17736,45922,29631,4098,-48004,-12068,4924,6208,-22014,-26116,-13785,-13983
477,35001,32121,-2508,-30863,16844,7244,-35783,-15874,-30497,18993,16977,10695,15732,-12743,10773,-13289,-21535,40447,22790,5958,-42654,-1705,-2282,-40332,25744,-19236,-3411,19824,1265,14414,11162,158,28304,-2037,-7736,-2977,-19565,10493,-10440,-2762,-34280,4504,24847,-18046,14234,43757,-2159,34721,18181,39619,-26642,-18201,18254,9497,-1445,-18489,-12848,7145,8381,-11156,-39032,-11287,21036,-4686,-15079,-16238,-17712,7607,7740,1912,-50938,6641,40563,36128,-21489,-15599,-25058,18130,34648,-34131,17445,6203,-15676,-36090,34086,11495,-9930,-25094,-15731,-17044,27421,-4672,8779,21205,22898,55017,13656,17550,-20772,-8295,16879,10718,-20047,29775,-11416,-32483,24917,23917,6160,11833,3024,9789,-3456,-32192,-5204,-29038,-19529,-18768,-44037,13189,-16961,-51846,-5949,-15904,8080,-67543,-14922,-35016,50514,425,-16576,50532,3353,-26632,-38253,-31112,-8432,2146,2024,18890,-48864,-1026,-5092,28310,8161,23814,9088,13931,-8494,-3781,18122,-11407,21343,71773,-12472,23378,-8214,29430,-57353,-19142,17784,-1203,35962,16501,18230,-25502,-14796,34527,-12366,-29477,-5324,26634,-21764,36613,-5817,16243,18901,24873,-6963,32323,-18680,46314,12796,67603,-31741,-4762,39172,32836,-45094,-18642,26539,-12398,22296,3124,14502,12898,12907,-11980,-13586,-9560,25874,773,3930,-7832,31250,-34792,-15596,-2010,22929,5934,-9647,-6610,29356,5374,5075,2804,-19252,-2017,-27131,-67887,-2452,-1084,7195,-10682,-43173,-21214,43322,50880,-38460,-8970,27835,-23152,15419,36700,14549,7920,10865,-30553,31722,3106,-43551,-34010,-1410,-44401,3211,-13817,-12940,-48311,9389,-1126,-6666,38568,19717,-14266,48412,31057,2258,-46302,-12261,4320,7723,-18676,-23842,-10447,-15118
478,35128,30135,-2152,-28805,14448,8858,-37628,-15072,-28611,21405,15728,9634,15895,-14744,12774,-14079,-23330,42170,22138,4188,-41784,-3614,-2138,-39534,23407,-18967,-3726,20492,391,17365,14959,-196,23113,-830,-9032,-3044,-21651,8466,-11633,-179,-36292,3408,25364,-18562,18061,40431,-3194,36602,18339,39093,-24208,-16361,21048,9019,-3566,-21782,-11676,11213,9863,-13094,-37357,-8184,18750,-6317,-14537,-17686,-18784,6107,5817,831,-54181,4320,42917,36411,-21231,-15314,-25327,18031,34262,-35485,20081,3490,-14929,-36565,36104,10780,-11640,-26635,-17865,-16494,26659,-3687,8246,18489,24065,56686,16282,15452,-18283,-9328,18009,12861,-18204,26878,-13525,-34688,27280,22149,5067,11577,3078,9212,-1581,-32512,-7846,-27205,-20865,-18262,-42096,12725,-19093,-48918,-2221,-16705,3877,-66032,-10982,-34751,48148,-1640,-17470,51704,3442,-25693,-38927,-28934,-6858,2527,-1569,16837,-50144,2178,-2665,29391,6920,22652,9430,15183,-4957,-5743,14748,-12139,17842,70360,-12382,21865,-3525,28288,-59077,-20953,21818,-2861,38718,17804,15658,-26047,-14840,32680,-14665,-29188,-3124,30770,-21448,35888,-4813,17230,20710,22723,-4622,35551,-15040,44994,9685,68321,-31744,-1166,38220,28289,-46044,-16659,23858,-11183,23560,3740,12204,11627,15124,-10020,-11492,-10932,28270,288,5452,-7107,31870,-34120,-15588,238,21927,7255,-8855,-5555,31073,2678,4639,5724,-17326,-129,-29587,-70543,-1567,-646,4807,-9455,-42232,-22874,48084,50386,-33940,-11157,27089,-23157,15724,33299,15387,3217,9512,-29359,31707,1095,-45457,-35163,-457,-44311,5871,-14287,-15198,-47526,11067,-1261,-8246,40936,23647,-14790,48038,30246,4512,-46734,-15168,7414,9071,-16005,-24178,-14041,-13614
479,36465,29453,-3253,-29580,17209,6955,-41043,-16151,-33059,23117,17325,9644,16318,-11588,13346,-16389,-22535,40549,20599,7015,-41548,-328,306,-40566,30045,-17918,-6040,18568,3288,16546,11649,-66,26365,374,-8177,-4090,-21363,11973,-10572,-1571,-37716,2838,22340,-20216,15795,43503,-2830,36394,18581,42872,-26953,-16889,18225,8078,-11,-18380,-10223,12398,8450,-9360,-37208,-10861,20352,-2610,-17656,-16137,-21280,5031,7636,727,-52262,7090,41308,36646,-18571,-13687,-26282,20749,36790,-35619,19426,5344,-15724,-38969,37342,10163,-12316,-23874,-18669,-17003,25731,-4783,11074,19764,22500,57804,11116,15343,-16423,-8008,18856,10072,-18570,27399,-12742,-32566,27583,21031,4178,13288,2327,8075,-5076,-33070,-5156,-28602,-22300,-19723,-43275,10756,-17791,-51752,-3323,-15981,7564,-66423,-11130,-37029,49895,534,-16187,51478,3069,-25188,-39727,-30464,-7535,1716,-1161,18086,-50673,-366,-5180,28930,9918,26348,6581,14069,-4769,-3720,18472,-9490,21911,70479,-11223,21511,-4547,28882,-57081,-19452,21968,1160,39828,14549,19600,-26086,-13128,34643,-12150,-29780,-4373,30443,-20389,34504,-7470,18157,19354,22021,-5700,33896,-16508,47320,12606,68786,-30858,-5944,38570,30792,-45271,-18213,22512,-12445,23484,2931,15097,13255,13617,-12252,-12128,-8950,23960,104,3888,-8276,30746,-35075,-14709,836,22746,5992,-10147,-8682,29259,2652,6482,2740,-16550,-1684,-30224,-67796,-253,691,7931,-5659,-43938,-20021,44425,49933,-34698,-9811,26341,-26311,15287,37748,16576,8248,10634,-31523,27946,1898,-43490,-34912,-3438,-46352,6415,-12439,-12539,-50068,10839,-371,-8457,38538,20811,-16951,48198,30490,1889,-47079,-13626,4329,6150,-17404,-22813,-14370,-14477
480,31963,31069,-2448,-31896,14853,7750,-37499,-16563,-31151,20036,15951,15248,15102,-11442,9859,-16255,-22956,39477,20644,1771,-42993,-2138,96,-38622,28528,-17799,446,17262,1515,15137,15813,1527,27330,1435,-7324,-17,-21878,12400,-6803,-1586,-37018,3000,28469,-18814,15150,44150,1074,32656,17914,41919,-27856,-17908,20463,8960,-2431,-16669,-13512,6676,8138,-12380,-39786,-4816,22333,-8400,-18479,-14350,-16158,7585,9070,4098,-51567,3837,42597,36355,-19353,-13706,-27115,14260,32151,-29446,20567,3660,-16458,-36583,37631,8900,-9388,-25986,-16101,-18753,26866,-3931,9605,20540,22361,58366,11656,15713,-18355,-9293,16416,12917,-20390,28604,-11363,-35040,23400,23072,6632,15694,2326,9432,-3652,-34775,-7343,-29826,-21332,-21178,-44814,13995,-19718,-53135,-3916,-15777,6702,-70050,-14798,-32032,45691,674,-14470,52307,553,-28362,-43623,-33099,-8566,3643,2381,19112,-51999,230,-3676,28432,8181,25250,5083,14564,-7575,-5256,16569,-8178,20484,74460,-10496,25029,-9606,25612,-56701,-18969,20281,-3084,35407,13640,20201,-25843,-15559,30047,-13646,-30886,-5147,30763,-21002,33524,-6846,15727,17778,22790,-8374,32045,-19385,43546,10049,66290,-29466,-6359,40312,32060,-41647,-20798,24416,-12173,25772,4647,14059,16576,14934,-8740,-12820,-6698,24929,1378,5180,-6412,30604,-34723,-13311,69,24505,6149,-11062,-2601,28719,2900,2717,5967,-20346,-1860,-27087,-66424,-1243,769,7545,-7200,-43089,-19780,44937,51558,-34662,-7279,27364,-22210,14671,37058,15735,4659,9849,-34738,30665,4653,-47184,-34743,-3307,-52322,6238,-13722,-9488,-45805,7502,-3645,-5974,38217,21035,-15209,49905,30679,5344,-44281,-9277,2369,9781,-17994,-24634,-10221,-16188
481,31978,28934,-2110,-30417,15752,8598,-40866,-17835,-31681,21810,14934,12855,15313,-11596,12087,-18434,-25025,39962,23373,1085,-43756,-1787,-2371,-40263,26249,-16663,-3369,20138,2186,16543,14737,1262,24512,1499,-10472,-4872,-23610,5638,-6493,1601,-38179,3387,24545,-19530,15502,41006,-2456,36477,20654,40517,-27829,-18892,20332,9268,-1444,-20568,-10297,7783,7625,-10940,-37550,-7216,21553,-3195,-16930,-16386,-19596,4916,6481,1458,-51419,5225,43017,35399,-20428,-15766,-22894,15827,38132,-34957,21128,2599,-17288,-38499,35855,10498,-9016,-25064,-17167,-17679,26120,-1583,10845,16935,23884,57009,12174,16763,-16315,-13075,17653,10299,-16704,27213,-10340,-34163,24691,21205,5633,13180,2980,7906,-398,-30282,-10147,-28255,-23286,-18550,-42273,13688,-17626,-49959,-134,-16634,3847,-68126,-13434,-31679,48948,-720,-17093,53110,350,-26936,-41147,-33157,-7270,2768,-170,16982,-51942,-637,-3824,27972,6700,24756,9937,14431,-5679,-4326,17232,-7333,22153,75443,-12629,25440,-8213,25341,-57923,-21361,21537,-4741,37055,15964,16871,-27800,-13183,31119,-12576,-27100,-5241,30321,-23739,33723,-6845,16179,19759,21798,-5143,32757,-19206,44205,10471,68574,-33074,-5600,37517,31554,-41532,-17581,26981,-11374,25755,4584,14373,13751,15071,-10266,-13613,-7945,24358,-111,5268,-9048,31413,-34077,-15185,1841,21416,6509,-12556,-5018,27413,4296,9532,5487,-18247,1037,-28716,-66368,-3850,-1778,9338,-9953,-45629,-23452,45846,50649,-37023,-8177,25504,-22289,14354,33847,13755,4674,9584,-31182,34760,1795,-45038,-32800,-28,-47672,2962,-13798,-14388,-45889,11183,-2602,-8243,40763,24041,-18563,50771,29370,7755,-45555,-10468,3293,8306,-21455,-25852,-12549,-16629
